Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
1,Intermediate School 7,1367,StatenIsland,IRVINGTON STREET,EDITH AVENUE,HYLAN BOULEVARD,approvedFull,"mon,tue,wed,thu,fri",07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00,,,,,2021-07-01T00:00:00,658.299332641,08/30/2021 12:00:00 AM,,"MULTILINESTRING ((-74.18722011346205 40.5235949483833, -74.18608648464662 40.52200858104453))"
2,Van Duzer St Area Civic Association Inc,8698,StatenIsland,WATER STREET,CANAL STREET,BAY STREET,approvedFull,sat,,,,,,,,,,,11:00,17:00,,,2021-09-04T00:00:00,121.898711189,10/02/2021 12:00:00 AM,no,"MULTILINESTRING ((-74.07594575656277 40.62718223537173, -74.07638336837448 40.627154326500154))"
3,Dimtrios and Georgia Kaloidis School,9213,Brooklyn,RIDGE BOULEVARD,85th STREET,86th STREET,approvedFull,"mon,tue,wed,thu,fri",09:30,14:00,09:00,14:00,09:30,14:00,09:30,14:00,09:30,14:00,,,,,2021-10-04T00:00:00,330.824058696,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.03339425677055 40.62498326882555, -74.03374502048824 40.62411544757894))"
4,Bay Ridge 5th Avenue Business Improvement District,9432,Brooklyn,5th AVENUE,81st STREET,82 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-09-24T00:00:00,278.018327813,10/29/2021 12:00:00 AM,no,"MULTILINESTRING ((-74.02445178772733 40.62506492301302, -74.0247533260791 40.624337229132365))"
5,Bay Ridge 5th Avenue BID,9448,Brooklyn,5 AVENUE,BAY RIDGE PARKWAY,77 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,299.594045876,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02264081982965 40.62950276010326, -74.02296243485172 40.62871779335296))"
6,Van Duzer Street Civic Association,8610,StatenIsland,VAN DUZER STREET,BEACH STREET,WRIGHT STREET,approvedFull,sat,,,,,,,,,,,11:00,17:00,,,2021-06-05T00:00:00,309.879760948,08/28/2021 12:00:00 AM,,"MULTILINESTRING ((-74.07972785662155 40.628967163299926, -74.08038282349433 40.6282783757173))"
7,"Public School 48, The Mapleton School",11269,Brooklyn,61 STREET,18th AVENUE,19th AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,13:00,10:00,13:00,10:00,13:00,10:00,13:00,10:00,13:00,,,,,2021-10-15T00:00:00,764.348611293,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98785382999839 40.62145150947404, -73.98569645090477 40.62014799285593))"
8,Bay Ridge Prep School,9303,Brooklyn,RIDGE BOULEVARD,81st STREET,82nd STREET,approvedFull,"mon,tue,wed,thu,fri",08:30,15:00,08:30,15:00,08:30,15:00,08:30,15:00,08:30,15:00,,,,,2021-09-06T00:00:00,278.62681703,06/30/2022 12:00:00 AM,,"MULTILINESTRING ((-74.03225944213273 40.62775676790739, -74.03255779547757 40.627026560199795))"
9,Bay Ridge 5th Avenue BID,9429,Brooklyn,5 AVENUE,82 STREET,84 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,278.411929139,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02505024477007 40.62360565326729, -74.0253477627402 40.622875869381645))"
10,Bay Ridge 5th Avenue BID,9430,Brooklyn,5 AVENUE,82 STREET,84 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,278.986031572,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0247533260791 40.624337229132365, -74.02505024477007 40.62360565326729))"
11,Bay Ridge 5th Avenue BID,9435,Brooklyn,5 AVENUE,78 STREET,80 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,280.114665224,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02385619198535 40.626530951724995, -74.02415633350466 40.62579689223777))"
12,Bay Ridge 5th Avenue BID,9436,Brooklyn,5 AVENUE,78 STREET,80 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,277.726339036,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02355965725887 40.62725900136183, -74.02385619198535 40.626530951724995))"
13,Bay Ridge 5th Avenue BID,9446,Brooklyn,5 AVENUE,BAY RIDGE PARKWAY,77 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,278.526986158,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02296243485172 40.62871779335296, -74.02326086121292 40.6279878890178))"
14,Bay Ridge 5th Avenue BID,9519,Brooklyn,5 AVENUE,OVINGTON AVENUE,73 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,267.105919694,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0217399927726 40.63170436323243, -74.02202664529547 40.63100449599372))"
15,Bay Ridge 5th Avenue BID,9520,Brooklyn,5 AVENUE,OVINGTON AVENUE,73 STREET,approvedFull,fri,,,,,,,,,16:00,23:00,,,,,2021-06-25T00:00:00,339.755348348,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-74.02137746132334 40.63259508102175, -74.0217399927726 40.63170436323243))"
16,High School of Telecommunication Arts and Technology,9680,Brooklyn,67th STREET,4th AVENUE,3rd AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,16:45,07:30,16:45,07:30,16:45,07:30,16:45,07:30,17:45,,,,,2021-09-13T00:00:00,774.324087952,07/01/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.02509358410889 40.63781105577848, -74.02262863257043 40.636815530281126))"
17,Hometown Bar B Que,9805,Brooklyn,REED STREET,VAN BRUNT STREET,CONOVER STREET,approvedFull,"tue,wed,thu,fri,sat,sun",,,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,22:00,2021-03-27T00:00:00,454.115102858,12/26/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0160392157357 40.674695888150076, -74.0172659730067 40.675521275766215))"
18,Hebrew Language Academy 2 Charter School,10298,Brooklyn,82nd STREET,24th AVENUE,STILLWELL AVENUE,approvedFull,"mon,tue,wed,thu",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-09T00:00:00,340.382923165,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98702765318863 40.60155020827952, -73.98606255775603 40.60097421127113))"
19,15K896 The School of Creativity and Innovation,11633,Brooklyn,48th STREET,7th AVENUE,8th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,,,,,2021-09-13T00:00:00,780.080643637,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00474935554477 40.64358346496128, -74.00254775607944 40.642252245360126))"
20,The Fresh Air Fund,11652,Brooklyn,6th AVENUE,45th STREET,44th STREET,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,258.269051548,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00462457147205 40.647147496730504, -74.00520559509775 40.64659371544105))"
21,Red Hook Initiative,12280,Brooklyn,WEST 9th STREET,HENRY STREET,HICKS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,,,2021-05-01T00:00:00,463.967961623,11/12/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0047669290906 40.67672606598186, -74.00319653452095 40.67628755069496))"
22,Mary McDowell Friends School,12390,Brooklyn,SUMMIT STREET,HENRY STREET,HICKS STREET,approvedFull,"mon,tue,wed,thu,fri",12:30,14:30,12:30,14:30,12:30,14:30,12:30,14:30,12:30,14:30,,,,,2021-09-13T00:00:00,459.637057386,06/15/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00225511133115 40.68190971271022, -74.0006970434578 40.68147990823644))"
23,17 St Block Association,12699,Brooklyn,17th STREET,Calder Place,PROSPECT PARK WEST,approvedLimited,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,20:00,2021-06-05T00:00:00,382.588286696,09/06/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98774315333812 40.66161935867607, -73.98668458659006 40.660946357966004))"
24,Park Slope Fifth Avenue BID,12708,Brooklyn,5th AVENUE,15 STREET,16th STREET,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-05-01T00:00:00,260.109990451,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9893156111655 40.665582832634996, -73.98981760139874 40.664979839430615))"
25,Park Slope Fifth Avenue Business Improvement District,12718,Brooklyn,5th AVENUE,10th STREET,13th STREET,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-02T00:00:00,260.412847501,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98780679411252 40.66739008126739, -73.98830948698284 40.66678643656719))"
26,Boerum Hill Association,12757,Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,680.904506909,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98656591508161 40.68440525819403, -73.98437698759714 40.68355895698759))"
27,Boerum Hill Association,12767,Brooklyn,PACIFIC STREET,NEVINS STREET,SMITH STREET,approvedLimited,"sat,sun",,,,,,,,,,,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,675.925142468,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9874321266491 40.68715515624357, -73.98526208306767 40.686310613126956))"
28,Park Slope Fifth Avenue Business Improvement District,12815,Brooklyn,5th AVENUE,PRESIDENT STREET,5th STREET,approvedFull,sat.sun,,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,259.922214655,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98378911032374 40.67220980516228, -73.98429149708184 40.67160759032154))"
29,Park Slope Fifth Avenue Business Improvement District,12817,Brooklyn,5th AVENUE,PRESIDENT STREET,5th STREET,approvedFull,sat.sun,,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,260.308345993,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98328485869291 40.672812375000774, -73.98378911032374 40.67220980516228))"
30,Boerum Hill Association,12851,Brooklyn,STATE STREET,SMITH STREET,NEVINS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,675.224392888,11/13/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98440215416124 40.68758089148424, -73.98223452573153 40.6867369571233))"
31,Park Slope Fifth Avenue Business Improvement District,12899,Brooklyn,5th AVENUE,PRESIDENT STREET,5th STREET,approvedFull,sat.sun,,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,259.93970906,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98227974649012 40.67401664664993, -73.98278396869335 40.67341525827026))"
32,PS 321,12902,Brooklyn,2nd STREET,6th AVENUE,7th AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,,,,,2021-09-13T00:00:00,775.622808076,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98042134542435 40.67227286500471, -73.97806324819402 40.67112891104756))"
33,Park Slope Fifth Avenue Business Improvement District,12907,Brooklyn,5th AVENUE,PRESIDENT STREET,5th STREET,approvedFull,sat.sun,,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,259.720732835,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98177770439948 40.67461838162234, -73.98227974649012 40.67401664664993))"
34,Park Slope Fifth Avenue Business Improvement District,12909,Brooklyn,5th AVENUE,PRESIDENT STREET,5th STREET,approvedFull,sat.sun,,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,233.971093956,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9813290221892 40.67516218479335, -73.98177770439948 40.67461838162234))"
35,Park Slope Fifth Avenue Business Improvement District,12917,Brooklyn,5th AVENUE,STERLING PLACE,BERKELEY PLACE,approvedFull,"sat, sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,259.473507734,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((-73.97960094412208 40.677696498767666, -73.98003455306905 40.67706543278891))"
36,Alliance for Downtown New York,13008,Manhattan,PEARL STREET,BROAD STREET,WALL STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-14T00:00:00,390.894841169,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((-74.01049900856712 40.70382120901987, -74.00945753652297 40.70454436616417))"
37,Stone Street Community Association,13010,Manhattan,STONE STREET,HANOVER SQUARE,COENTIES SLIP,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-09-25T00:00:00,231.920470859,12/31/2022 12:00:00 AM,no,"MULTILINESTRING ((-74.01070927311407 40.70415721652539, -74.010617826262 40.70419579481957, -74.01052926830911 40.7042380990943, -74.01044386428362 40.70428400236008, -74.01036186264913 40.704333370425125, -74.01028350713658 40.70438605649148, -74.0102090320117 40.704441905657745, -74.01013865379191 40.70450075311863, -74.01007258189583 40.70456242326349))"
38,Alliance for Downtown New York,13035,Manhattan,PEARL STREET,BROAD STREET,WALL STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-14T00:00:00,328.844381274,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00890398715198 40.704878356094014, -74.00870251834625 40.70497256593064, -74.008510599837 40.70507913693182, -74.00833012356254 40.705197171197725, -74.00816283237168 40.70532555202363, -74.00801016619873 40.7054629718233))"
39,Alliance for Downtown New York,13108,Manhattan,PEARL STREET,BROAD STREET,WALL STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-14T00:00:00,39.8066678301,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00801016619873 40.7054629718233, -74.00795151057314 40.705562697648396))"
40,Alliance for Downtown New York,13174,Manhattan,ANN STREET,BROADWAY,NASSAU STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-24T00:00:00,134.458897945,11/24/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00776124122653 40.71082179755116, -74.0073782424759 40.71059537934483))"
41,The Peck Slip School 02M343,13216,Manhattan,PECK SLIP,PEARL STREET,WATER STREET,approvedFull,"mon,tue,wed,thu,fri",07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,,,,,2021-09-13T00:00:00,267.377222329,06/29/2035 12:00:00 AM,yes,"MULTILINESTRING ((-74.00250543453737 40.70886214074247, -74.00190237770882 40.708289434343044))"
42,Cobble Hill Association,13302,Brooklyn,CONGRESS STREET,HENRY STREET,CLINTON STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-15T00:00:00,552.209203724,11/01/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99720499367274 40.688765873626856, -73.99533614504102 40.68824281282963))"
43,THE PACKER COLLEGIATE INSTITUTE,13420,Brooklyn,LIVINGSTON STREET,COURT STREET,CLINTON STREET,approvedFull,"mon,tue,wed,thu,fri",07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,2021-09-08T00:00:00,587.923108417,06/10/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.99344048466499 40.692170949819555, -73.9914511393579 40.6916130855341))"
44,PS 8,13444,Brooklyn,POPLAR STREET,HICKS STREET,HENRY STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,2021-09-13T00:00:00,472.565286303,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.99305665945519 40.701152893518184, -73.99145616185402 40.700707121508366))"
45,Cervo's,13483,Manhattan,CANAL STREET,ESSEX STREET,ORCHARD STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,12:00,23:00,10:00,23:00,2021-04-01T00:00:00,225.982416635,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99113570861111 40.71468514451704, -73.9918927513407 40.71491518078504))"
46,Cervo's,13485,Manhattan,CANAL STREET,ESSEX STREET,ORCHARD STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,12:00,23:00,10:00,23:00,2021-04-01T00:00:00,112.709381637,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99075804124429 40.71457058699408, -73.99113570861111 40.71468514451704))"
47,Downtown Brooklyn Partnership,13500,Brooklyn,PEARL STREET,FULTON STREET,DEAD END,approvedLimited,"mon,tue,wed,thu,fri",07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,,,,,2021-09-07T00:00:00,171.35509129,06/30/2022 12:00:00 AM,no,"MULTILINESTRING ((-73.98818882657729 40.69229352286686, -73.9882098975225 40.69182346615205))"
48,Decatur Howard Saratoga (DHS) Block Association,13501,Brooklyn,DECATUR STREET,HOWARD AVENUE,SARATOGA AVENUE,approvedLimited,"sat,sun",,,,,,,,,,,08:00,20:00,8:00,20:00,2021-05-14T00:00:00,246.472355447,08/28/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98818882657729 40.69229352286686, -73.98730183095871 40.69225058201935))"
49,Downtown Brooklyn Partnership,13502,Brooklyn,PEARL STREET,FULTON STREET,DEAD END,approvedLimited,"mon,tue,wed,thu,fri",07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,,,,,2021-09-07T00:00:00,376.866044733,06/30/2022 12:00:00 AM,no,"MULTILINESTRING ((-73.98815060682641 40.69332752409495, -73.98818882657729 40.69229352286686))"
50,Dumbo Improvement District,13528,Brooklyn,WASHINGTON STREET,FRONT STREET,WATER STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,2021-04-02T00:00:00,246.748284717,12/05/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98958600693497 40.70321630827651, -73.98962637900763 40.702539739293584))"
51,Office Ho Jonot,13562,Manhattan,JEFFERSON STREET,EAST BROADWAY,MADISON STREET,approvedLimited,"thu,fri,sat,sun",,,,,,,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,2021-06-24T00:00:00,247.41273405,12/25/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98870479820664 40.71420205544773, -73.98860262393175 40.71352743143392))"
52,Atlantic Avenue District Management Association Inc.,13570,Brooklyn,HOYT STREET,SCHERMERHORN STREET,ATLANTIC AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-23T00:00:00,249.91462084,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98615822397757 40.689034481995876, -73.98657110328725 40.68842475715669))"
53,Downtown Brooklyn Partnership,13584,Brooklyn,LAWRENCE STREET,WILLOUGHBY STREET,FULTON STREET,approvedLimited,"fri,sat,sun",,,,,,,,,16:00,00:00,11:00,,11:00,20:00,2021-06-04T00:00:00,417.21786631,11/30/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98627519812509 40.692211299968235, -73.98633423281305 40.6910670149246))"
54,German School of Brookly,13635,Brooklyn,HANOVER PLACE,LIVINGSTON STREET,FULTON STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,2021-09-13T00:00:00,179.622872468,07/04/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98241911244132 40.68891278948199, -73.98271759420204 40.688475239124394))"
55,German School of Brookly,13636,Brooklyn,HANOVER PLACE,LIVINGSTON STREET,FULTON STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,2021-09-13T00:00:00,190.04514752,07/04/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98210025917814 40.689374514663015, -73.98241911244132 40.68891278948199))"
56,Downtown Brooklyn Partnership,13642,Brooklyn,ROCKWELL PLACE,FULTON STREET,DEKALB AVENUE,approvedFull,"thu,fri,sat",,,,,,,17:00,00:00,17:00,00:00,17:00,00:00,,,2021-06-17T00:00:00,589.495895753,11/27/2021 12:00:00 AM,,"MULTILINESTRING ((-73.97951317441829 40.68987950542842, -73.97928830667759 40.68827055367122))"
57,1717 East 18th Street Owners Corporation,15274,Brooklyn,EAST 18th STREET,QUENTIN ROAD,AVENUE R,approvedLimited,"sat,sun",,,,,,,,,,,12:00,20:00,12:00,20:00,2021-05-08T00:00:00,905.289709961,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.95533707750923 40.60858960551178, -73.95487224659341 40.60613015354677))"
58,17 St Block Association,12077,Brooklyn,17th STREET,Calder Place,PROSPECT PARK WEST,approvedLimited,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,20:00,2021-06-05T00:00:00,779.965560346,09/06/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98448311755779 40.65961483034003, -73.98227790534999 40.65828708608275))"
59,PS 230 The Doris Cohen School,12136,Brooklyn,ALBEMARLE ROAD,MCDONALD AVENUE,DAHILL ROAD,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-09-13T00:00:00,290.292203476,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98091801054896 40.645006889428224, -73.97988358295542 40.64512540146034))"
60,The Gowanus Dredgers Canoe Club,12654,Brooklyn,2nd STREET,BOND STREET,DEAD END,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,21:00,10:00,21:00,10:00,21:00,2021-04-16T00:00:00,493.43098909,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99137271948113 40.677566184019035, -73.98986854491567 40.67684310111255))"
61,17 St Block Association,12704,Brooklyn,17th STREET,Calder Place,PROSPECT PARK WEST,approvedLimited,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,20:00,2021-06-05T00:00:00,779.998172111,09/06/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98668458659006 40.660946357966004, -73.98448311755779 40.65961483034003))"
